   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       6
     4   ...      14
     5   ...      15
     6   ...      13
     7   ...      23
     8   ...      22
     9   ...      25
    10   ...      38
    11   ...      39
    12   ...      35
    13   ...      40
    14   ...      34
    15   ...      10
    16   ...      37
    17   ...      36
    18   ...      24
    19   ...      58
    20   ...      59
    21   ...      55
    22   ...      56
    23   ...      60
    24   ...      54
    25   ...      57
    26   ...      53
    27   ...      61
    28   ...       8
    29   ...       9
    30   ...      20
    31   ...      21
    32   ...      31
    33   ...       4
    34   ...      44
    35   ...      42
    36   ...      47
    37   ...      43
    38   ...      46
    39   ...      41
    40   ...      18
    41   ...      17
    42   ...      30
    43   ...      26
    44   ...       2
    45   ...       5
    46   ...       7
    47   ...      28
    48   ...      12
    49   ...      50
    50   ...      48
    51   ...      27
    52   ...      11
    53   ...      33
    54   ...      51
    55   ...      32
    56   ...      19
    57   ...      16
    58   ...      52
    59   ...      62
    60   ...      63
    61   ...      45
    62   ...      29
    63   ...      49
  ------------------------------------------------------------------------
