   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       4
     3   ...       7
     4   ...      13
     5   ...      14
     6   ...      15
     7   ...      24
     8   ...      23
     9   ...      25
    10   ...      42
    11   ...      43
    12   ...      39
    13   ...      41
    14   ...      16
    15   ...      11
    16   ...      40
    17   ...      22
    18   ...      36
    19   ...      58
    20   ...      60
    21   ...      55
    22   ...      56
    23   ...      61
    24   ...      54
    25   ...      57
    26   ...      59
    27   ...      62
    28   ...       3
    29   ...       9
    30   ...      19
    31   ...      18
    32   ...      27
    33   ...       5
    34   ...      46
    35   ...      44
    36   ...      47
    37   ...      45
    38   ...      49
    39   ...      48
    40   ...      63
    41   ...      21
    42   ...      30
    43   ...      26
    44   ...       2
    45   ...       6
    46   ...       8
    47   ...      34
    48   ...      12
    49   ...      29
    50   ...      28
    51   ...      37
    52   ...      10
    53   ...      35
    54   ...      51
    55   ...      33
    56   ...      20
    57   ...      17
    58   ...      52
    59   ...      32
    60   ...      31
    61   ...      50
    62   ...      38
    63   ...      53
  ------------------------------------------------------------------------
