   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       5
     4   ...      11
     5   ...      12
     6   ...      10
     7   ...      18
     8   ...      20
     9   ...      19
    10   ...      35
    11   ...      38
    12   ...      30
    13   ...      36
    14   ...      37
    15   ...      32
    16   ...      33
    17   ...      34
    18   ...      31
    19   ...      55
    20   ...      60
    21   ...      54
    22   ...      56
    23   ...      57
    24   ...      53
    25   ...      58
    26   ...      59
    27   ...      52
    28   ...       2
    29   ...       7
    30   ...      14
    31   ...      17
    32   ...      26
    33   ...      27
    34   ...      41
    35   ...      39
    36   ...      44
    37   ...      42
    38   ...      43
    39   ...      40   45
    40   ...      62
    41   ...      15
    42   ...      25
    43   ...      24
    44   ...      61
    45   ...       4
    46   ...       6
    47   ...      22
    48   ...       9
    49   ...      49
    50   ...      47
    51   ...      21
    52   ...       8
    53   ...      29
    54   ...      51
    55   ...      28
    56   ...      16
    57   ...      13
    58   ...      50
    59   ...      63
    60   ...      64
    61   ...      48
    62   ...      23
    63   ...      46
  ------------------------------------------------------------------------
