   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       6
     4   ...      15
     5   ...      16
     6   ...      13
     7   ...      24
     8   ...      22
     9   ...      26
    10   ...      39
    11   ...      38
    12   ...      32
    13   ...      37
    14   ...      14
    15   ...      12
    16   ...      36
    17   ...      23
    18   ...      25
    19   ...      55
    20   ...      58
    21   ...      56
    22   ...      53
    23   ...      59
    24   ...      54
    25   ...      57
    26   ...      47
    27   ...      60
    28   ...       8
    29   ...       9
    30   ...      20
    31   ...      21
    32   ...      30
    33   ...       4
    34   ...      42
    35   ...      41
    36   ...      45
    37   ...      43
    38   ...      44
    39   ...      40
    40   ...      62
    41   ...      18
    42   ...      28
    43   ...      27
    44   ...       2
    45   ...       5
    46   ...       7
    47   ...      29
    48   ...      11
    49   ...      48
    50   ...      51
    51   ...      33
    52   ...      10
    53   ...      31
    54   ...      49
    55   ...      34
    56   ...      19
    57   ...      17
    58   ...      50
    59   ...      61
    60   ...      63
    61   ...      46
    62   ...      35
    63   ...      52
  ------------------------------------------------------------------------
