   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       6
     4   ...      15
     5   ...      16
     6   ...      13
     7   ...      23
     8   ...      22
     9   ...      25
    10   ...      36
    11   ...      39
    12   ...      32
    13   ...      38
    14   ...      14
    15   ...      12
    16   ...      35
    17   ...      37
    18   ...      24
    19   ...      53
    20   ...      58
    21   ...      56
    22   ...      55
    23   ...      59
    24   ...      54
    25   ...      57
    26   ...      52
    27   ...      60
    28   ...       8
    29   ...       9
    30   ...      20
    31   ...      21
    32   ...      30
    33   ...       4
    34   ...      40
    35   ...      42
    36   ...      45
    37   ...      43
    38   ...      44
    39   ...      41
    40   ...      62
    41   ...      18
    42   ...      27
    43   ...      26
    44   ...       2
    45   ...       5
    46   ...       7
    47   ...      29
    48   ...      11
    49   ...      48
    50   ...      49
    51   ...      33
    52   ...      10
    53   ...      31
    54   ...      51
    55   ...      28
    56   ...      19
    57   ...      17
    58   ...      47
    59   ...      61
    60   ...      63
    61   ...      46
    62   ...      34
    63   ...      50
  ------------------------------------------------------------------------
