   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       5
     4   ...      12
     5   ...      13
     6   ...       9
     7   ...      19
     8   ...      20
     9   ...      21
    10   ...      30
    11   ...      35
    12   ...      28
    13   ...      36
    14   ...      37
    15   ...       8
    16   ...      34
    17   ...      33
    18   ...      31
    19   ...      55
    20   ...      54
    21   ...      51
    22   ...      53
    23   ...      50
    24   ...      52
    25   ...      57
    26   ...      49
    27   ...      56
    28   ...       2
    29   ...       7
    30   ...      17
    31   ...      18
    32   ...      26
    33   ...       4
    34   ...      41
    35   ...      39
    36   ...      44
    37   ...      42
    38   ...      43
    39   ...      38
    40   ...      62
    41   ...      15
    42   ...      25
    43   ...      60
    44   ...      61
    45   ...      58
    46   ...       6
    47   ...      24
    48   ...      11
    49   ...      46
    50   ...      45
    51   ...      22
    52   ...      10
    53   ...      29
    54   ...      48
    55   ...      27
    56   ...      16
    57   ...      14
    58   ...      47
    59   ...      63
    60   ...      59
    61   ...      40
    62   ...      23
    63   ...      32
  ------------------------------------------------------------------------
