   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       4
     3   ...       7
     4   ...      14
     5   ...      15
     6   ...      16
     7   ...      23
     8   ...      24
     9   ...      25
    10   ...      39
    11   ...      40
    12   ...      35
    13   ...      38
    14   ...      13
    15   ...      12
    16   ...      37
    17   ...      22
    18   ...      32
    19   ...      56
    20   ...      58
    21   ...      53
    22   ...      54
    23   ...      59
    24   ...      55
    25   ...      57
    26   ...      52
    27   ...      60
    28   ...       3
    29   ...       9
    30   ...      19
    31   ...      18
    32   ...      27
    33   ...       5
    34   ...      43
    35   ...      41
    36   ...      44
    37   ...      42
    38   ...      45
    39   ...      47
    40   ...      62
    41   ...      21
    42   ...      28
    43   ...      63
    44   ...       2
    45   ...       6
    46   ...       8
    47   ...      30
    48   ...      11
    49   ...      49
    50   ...      26
    51   ...      33
    52   ...      10
    53   ...      31
    54   ...      48
    55   ...      34
    56   ...      20
    57   ...      17
    58   ...      50
    59   ...      61
    60   ...      29
    61   ...      46
    62   ...      36
    63   ...      51
  ------------------------------------------------------------------------
