   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       6
     4   ...      15
     5   ...      16
     6   ...      13
     7   ...      24
     8   ...      22
     9   ...      25
    10   ...      38
    11   ...      40
    12   ...      32
    13   ...      39
    14   ...      14
    15   ...      12   33
    16   ...      36
    17   ...      35
    18   ...      23
    19   ...      57
    20   ...      60
    21   ...      56
    22   ...      54
    23   ...      58
    24   ...      55
    25   ...      59
    26   ...      48
    27   ...      61
    28   ...       8
    29   ...       9
    30   ...      20
    31   ...      21
    32   ...      30
    33   ...       4
    34   ...      41
    35   ...      42
    36   ...      46
    37   ...      44
    38   ...      45
    39   ...      43
    40   ...      62
    41   ...      18
    42   ...      26
    43   ...      28
    44   ...       2
    45   ...       5
    46   ...       7
    47   ...      27
    48   ...      11
    49   ...      49
    50   ...      51
    51   ...      34
    52   ...      10
    53   ...      31
    54   ...      50
    55   ...      29
    56   ...      19
    57   ...      17
    58   ...      52
    59   ...      63
    60   ...      64
    61   ...      47
    62   ...      37
    63   ...      53
  ------------------------------------------------------------------------
