   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       5
     4   ...      12
     5   ...      14
     6   ...      11
     7   ...      19
     8   ...      20
     9   ...      21
    10   ...      40
    11   ...      42
    12   ...      34
    13   ...      43
    14   ...      39
    15   ...       9
    16   ...      41
    17   ...      38
    18   ...      22
    19   ...      62
    20   ...      61
    21   ...      54
    22   ...      58
    23   ...      55
    24   ...      53
    25   ...      60
    26   ...      59
    27   ...      56
    28   ...       2
    29   ...       7
    30   ...      17
    31   ...      18
    32   ...      31
    33   ...      32
    34   ...      46
    35   ...      44
    36   ...      47
    37   ...      45
    38   ...      49
    39   ...      48
    40   ...      63
    41   ...      15
    42   ...      27
    43   ...      23
    44   ...      35
    45   ...       4
    46   ...       6
    47   ...      30
    48   ...      10
    49   ...      26
    50   ...      24
    51   ...      36
    52   ...       8
    53   ...      33
    54   ...      52
    55   ...      29
    56   ...      16
    57   ...      13
    58   ...      51
    59   ...      25
    60   ...      28
    61   ...      50
    62   ...      37
    63   ...      57
  ------------------------------------------------------------------------
