   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       6
     4   ...      13
     5   ...      15
     6   ...      12
     7   ...      21
     8   ...      22
     9   ...      23
    10   ...      42
    11   ...      35
    12   ...      36
    13   ...      40
    14   ...      14
    15   ...      10
    16   ...      41
    17   ...      37
    18   ...      24
    19   ...      59
    20   ...      60
    21   ...      53
    22   ...      57
    23   ...      61
    24   ...      52
    25   ...      55
    26   ...      58
    27   ...      56
    28   ...       2
    29   ...       8
    30   ...      18
    31   ...      19
    32   ...      28
    33   ...       4
    34   ...      46
    35   ...      43
    36   ...      47
    37   ...      44
    38   ...      48
    39   ...      45
    40   ...      64
    41   ...      17
    42   ...      27
    43   ...      25   63
    44   ...      62
    45   ...       5
    46   ...       7
    47   ...      32
    48   ...      11
    49   ...      26
    50   ...      29
    51   ...      38
    52   ...       9
    53   ...      34
    54   ...      51
    55   ...      33
    56   ...      20
    57   ...      16
    58   ...      50
    59   ...      30
    60   ...      31
    61   ...      49
    62   ...      39
    63   ...      54
  ------------------------------------------------------------------------
