    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      0.0000      0.0000      0.0000      1.8935       1      0.0000
    2      0.0000      1.8390      2.6100      1.9128      28      0.0058
    3      0.0000      0.0000      5.1548      2.0509       2      0.0205
    4     -3.2516      7.3560      7.6995      1.7509      33      0.0310
    5      3.2184      7.4135      7.7648      1.9336      45      0.0346
    6     -0.0664      0.1149     10.7663      1.2151       3      0.0283
    7      4.7447      8.2181     12.9195      7.3484      46      0.0157
    8      0.0000      1.8390      7.6995      1.7581      29      0.0328
    9      8.8922      0.4598     13.3763      0.3827      52      0.0455
   10      1.5263      2.7585     10.2443      2.2108      15      0.0357
   11      7.3327      1.7815     13.5068      7.2104      48      0.0363
   12     -1.6258      2.8160     10.1790      2.1491       6      0.0368
   13     -1.5926      2.7585      0.0000      2.0283       4      0.0000
   14      1.5926      2.7585      5.1548      2.0552      14      0.0308
   15     -1.5926      2.7585      5.1548      2.0262       5      0.0271
   16      7.2995      1.7241     12.5280      0.5605      57      0.0365
   17      6.3373      1.8965      7.6995      2.0257      41      0.0239
   18     -1.5926      4.5975      2.6100      2.0301      30      0.0058
   19     -1.6258      4.6550      7.7648      1.7964      31      0.0352
   20      7.7640      2.6436     13.6373      0.4267      56      0.0347
   21     -3.1853      5.5170      0.0000      1.9539       7      0.0000
   22     -3.1853      5.5170      5.1548      2.1206       8      0.0351
   23     -3.2184      5.5745     10.2443      1.5703       9      0.0215
   24     -0.1659      5.5745     10.7663      1.2439      18      0.0305
   25      4.7447      4.6550      7.6995      2.2565      43      0.0452
   26      4.6120      2.2413     13.0500      7.3068      49      0.0246
   27      4.7779      4.5975      2.6100      2.0276      42      0.0058
   28     -3.1853      7.3560      2.6100      2.0033      32      0.0058
   29      4.6452      4.7125     11.2883      7.5887      50      0.0381
   30      5.5078      2.0689     13.4415      0.3788      59      0.0294
   31      4.6783      4.9998     12.2018      0.4406      60      0.0170
   32     -1.8912      7.8732     13.4415      7.2493      47      0.0319
   33     -2.1235      7.7008     12.5280      0.5269      55      0.0317
   34      0.8627      0.0000     13.3763      0.3770      53      0.0178
   35      3.1853      0.0000      5.1548      2.0820      11      0.0218
   36      3.0857      0.0575     10.1138      2.4492      12      0.0217
   37     -0.0332      5.5745      5.1548      1.9933      17      0.0261
   38      0.0000      5.8618     12.9195      7.3296      51      0.0232
   39     -0.5972      6.5515     13.2458      0.3725      62      0.0379
   40      1.5926      2.7585      0.0000      1.9736      13      0.0000
   41      0.0000      5.5170      0.0000      1.9001      16      0.0000
   42      3.1853      0.0000      0.0000      1.9611      10      0.0000
   43      3.1853      1.9539      7.6995      1.6350      35      0.0368
   44      1.5926      4.5975      7.6343      2.2451      37      0.0343
   45      0.0000      7.3560      7.7648      1.9452      39      0.0201
   46      3.1853      1.8390      2.6100      1.9677      34      0.0058
   47      1.5926      4.5975      2.6100      2.0732      36      0.0058
   48      0.0000      7.3560      2.6100      1.9711      38      0.0058
   49      1.5926      4.5975     10.9620      1.9648      61      0.0218
   50      4.1806      2.8734     13.6373      0.4262      58      0.0358
   51      3.3843      0.4598     13.3763      0.3927      54      0.0109
   52      4.6783      2.7010     10.8315      1.1821      24      0.0430
   53      6.3373      0.0575     10.2443      2.0327      21      0.0228
   54      0.8627      6.0917     13.1805      0.4164      63      0.0425
   55      3.1853      5.5170      0.0000      1.9720      25      0.0000
   56      3.0525      5.6320     10.2443      1.7708      27      0.0358
   57      4.7779      2.7585      0.0000      1.9047      22      0.0000
   58      3.1853      5.5170      5.0895      2.0492      26      0.0432
   59      6.3705      0.0000      0.0000      1.9623      19      0.0000
   60      6.3705      0.0000      5.1548      2.0506      20      0.0217
   61      4.7779      2.7585      5.1548      1.8483      23      0.0220
   62      3.1853      7.3560      2.6100      2.0725      44      0.0058
   63      4.7115      2.8734      7.3080      0.2434      43      1.7906
   64      6.3705      1.8390      2.6100      2.0030      40      0.0058
  -------------------------------------------------------------------------
