   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       5
     4   ...      13
     5   ...      14
     6   ...       9
     7   ...      20
     8   ...      21
     9   ...      22
    10   ...      33
    11   ...      35
    12   ...      31
    13   ...      37
    14   ...      32
    15   ...      12
    16   ...      36
    17   ...      38
    18   ...      34
    19   ...      59
    20   ...      48
    21   ...      55
    22   ...      57
    23   ...      58
    24   ...      56
    25   ...      61
    26   ...      60
    27   ...      51
    28   ...       7
    29   ...       8
    30   ...      18
    31   ...      19
    32   ...      28
    33   ...       4
    34   ...      42
    35   ...      40
    36   ...      47
    37   ...      43
    38   ...      45
    39   ...      39   44   46
    40   ...      16
    41   ...      63
    42   ...      26
    43   ...      24
    44   ...       2
    45   ...      62
    46   ...       6
    47   ...      27
    48   ...      11
    49   ...      52
    50   ...      50
    51   ...      23
    52   ...      10
    53   ...      30
    54   ...      53
    55   ...      29
    56   ...      17
    57   ...      15
    58   ...      54
    59   ...      64
    60   ...      65
    61   ...      49
    62   ...      25
    63   ...      41
  ------------------------------------------------------------------------
