   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       6
     4   ...      14
     5   ...      16
     6   ...      13
     7   ...      23
     8   ...      24
     9   ...      27
    10   ...      41
    11   ...      42
    12   ...      37
    13   ...      40
    14   ...      15
    15   ...      12
    16   ...      39
    17   ...      25
    18   ...      26
    19   ...      56
    20   ...      60
    21   ...      57
    22   ...      58
    23   ...      61
    24   ...      55
    25   ...      59
    26   ...      50
    27   ...      62
    28   ...       8
    29   ...       9
    30   ...      20
    31   ...      22
    32   ...      33
    33   ...       4
    34   ...      46
    35   ...      44
    36   ...      49
    37   ...      45
    38   ...      47
    39   ...      43
    40   ...      21
    41   ...      18
    42   ...      29
    43   ...      28
    44   ...       2
    45   ...       5
    46   ...       7
    47   ...      30
    48   ...      11
    49   ...      52
    50   ...      35
    51   ...      31
    52   ...      10
    53   ...      36
    54   ...      51
    55   ...      32
    56   ...      19
    57   ...      17
    58   ...      53
    59   ...      63
    60   ...      34
    61   ...      48
    62   ...      38
    63   ...      54
  ------------------------------------------------------------------------
