   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       1
     2   ...       3
     3   ...       5
     4   ...      13
     5   ...      14
     6   ...      10
     7   ...      21
     8   ...      23
     9   ...      24
    10   ...      32
    11   ...      38
    12   ...      30
    13   ...      37
    14   ...      39
    15   ...       9
    16   ...      35
    17   ...      36
    18   ...      33
    19   ...      57
    20   ...      54
    21   ...      53
    22   ...      52
    23   ...      59
    24   ...      55
    25   ...      56
    26   ...      51
    27   ...      58
    28   ...       2
    29   ...       8
    30   ...      19
    31   ...      20
    32   ...      28
    33   ...       4
    34   ...      42
    35   ...      41
    36   ...      46
    37   ...      43
    38   ...      44
    39   ...      40
    40   ...      16
    41   ...      18
    42   ...      25
    43   ...      61
    44   ...       7
    45   ...      60
    46   ...       6
    47   ...      27
    48   ...      12
    49   ...      48
    50   ...      47
    51   ...      22
    52   ...      11
    53   ...      31
    54   ...      49
    55   ...      29
    56   ...      17
    57   ...      15
    58   ...      50
    59   ...      62
    60   ...      63
    61   ...      45
    62   ...      26
    63   ...      34
  ------------------------------------------------------------------------
